ID,Conversion_familia,Conversion_genero,Conversion_Tipo,Conversion_color
10032,Iridaceae,Sisyrinchium,Árbol,Amarilla
27673,Poaceae,Hemarthria,Árbol,Amarilla
25574,Poaceae,Eragrostis,Árbol,Amarilla
77955,Resedaceae,Oligomeris,Árbol,Blanca
16975,Poaceae,Bouteloua,Árbol,Amarilla
114845,Euphorbiaceae,Euphorbia,Árbol,Blanca
133245,Anacardiaceae,Cyrtocarpa,Árbol,Blanca
120419,Malvaceae,Malvastrum,Árbol,Amarilla
19117,Poaceae,Bromus,Árbol,Amarilla
120891,Malvaceae,Sida,Árbol,Amarilla
5438,Bromeliaceae,Hechtia,Árbol,Amarillenta
37333,Poaceae,Schizachyrium,Árbol,Azul
35713,Poaceae,Pappophorum,Árbol,Amarilla
18179,Poaceae,Bouteloua,Árbol,Hialino
127636,Polygonaceae,Polygonum,Árbol,Blanca
104198,Lamiaceae,Hyptis,Arbusto,Violeta
38737,Poaceae,Setaria,Árbol,Hialino
79345,Amaranthaceae,Arthrocnemum,Árbol,Verde
19906,Poaceae,Cenchrus,Árbol,Hialino
112239,Euphorbiaceae,Euphorbia,Árbol,Blanca
83150,Cactaceae,Cephalocereus,Árbol,Blanca
101032,Acanthaceae,Holographis,Árbol,Amarilla
34760,Poaceae,Panicum,Árbol,Amarilla
11105,Hydrocharitaceae,Najas,Árbol,Verdosa
124724,Plantaginaceae,Penstemon,Árbol,Azul-purpúrea
26532,Poaceae,Eriochloa,Árbol,Hialino
44013,Selaginellaceae,Selaginella,Árbol,Blanca
13753,Poaceae,Aristida,Árbol,Amarilla
15209,Poaceae,Bouteloua,Árbol,Hialino
10472,Orchidaceae,Dichromanthus,Árbol,Amarilla
122575,Onagraceae,Oenothera,Árbol,Amarilla
73195,Boraginaceae,Cordia,Arbusto,Blanca
125344,Plantaginaceae,Veronica,Arbusto,Blanca
86432,Cactaceae,Lophocereus,Árbol,Blanca
19508,Poaceae,Cenchrus,Árbol,Amarilla
116960,Euphorbiaceae,Stillingia,Árbol,Ausente
135423,Rutaceae,Helietta,Árbol,Lavanda
15063,Poaceae,Bouteloua,Árbol,Amarilla
109780,Euphorbiaceae,Acalypha,Árbol,Amarillenta
140760,Solanaceae,Solanum,Árbol,Verdosa
23811,Poaceae,Distichlis,Árbol,Amarilla
131431,Rosaceae,0,Arbusto,Blanca
133732,Anacardiaceae,Pistacia,Árbol,Blanca
131845,Rubiaceae,Exostema,Árbol,Blanca
124143,Plantaginaceae,Keckiella,Arbusto,Azul
138656,Solanaceae,Lycium,Árbol,Rosa
95385,Apocynaceae,Asclepias,Arbusto,Blanca
126982,Polygonaceae,Eriogonum,Arbusto,Blanca
137931,Solanaceae,Lycium,Árbol,Rosa
27410,Poaceae,Erioneuron,Árbol,Hialino
134421,Anacardiaceae,Rhus,Árbol,Blanca
13286,Poaceae,Aristida,Árbol,Hialino
98428,Apocynaceae,Metastelma,Arbusto,Blanca
25363,Poaceae,Eragrostis,Árbol,Hialino
118628,Malvaceae,Abutilon,Arbusto,Anaranjadas
92803,Nyctaginaceae,Commicarpus,Árbol,Amarilla
13977,Poaceae,Aristida,Árbol,Verde
78707,Amaranthaceae,Amaranthus,Árbol,Blanca
136132,Staphyleaceae,Staphylea,Árbol,Verdosa
130828,Rosaceae,Lindleya,Árbol,Blanca
120470,Malvaceae,Malvella,Árbol,Blanca
115162,Euphorbiaceae,Euphorbia,Árbol,Verde
102028,Acanthaceae,Justicia,Árbol,Roja
97403,Apocynaceae,Marsdenia,Arbusto,Blanca
127972,Rafflesiaceae,Pilostyles,Árbol,Blanca
121056,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
79872,Amaranthaceae,Atriplex,Arbusto,Verde
73173,Boraginaceae,Cordia,Arbusto,Blanca
5382,Bromeliaceae,Hechtia,Árbol,Amarillenta
114754,Euphorbiaceae,Euphorbia,Árbol,Blanca
115859,Euphorbiaceae,Euphorbia,Árbol,Amarilla
117902,Salicaceae,Salix,Árbol,Lavanda
99971,Acanthaceae,Carlowrightia,Arbusto,Blanca
30079,Poaceae,Leptochloa,Árbol,Hialino
112751,Euphorbiaceae,Euphorbia,Arbusto,Blanca
80304,Amaranthaceae,Atriplex,Arbusto,Verde
20491,Poaceae,Chloris,Árbol,Amarilla
44955,Apiaceae,Tauschia,Árbol,Amarilla
29342,Poaceae,Leptochloa,Árbol,Verde
136692,Polemoniaceae,Gilia,Arbusto,Azul
9066,Cyperaceae,Fimbristylis,Árbol,Verdosa
35902,Poaceae,Pappophorum,Árbol,Hialino
80784,Amaranthaceae,Atriplex,Arbusto,Verde
81984,Amaranthaceae,Guilleminea,Árbol,Verde
132924,Olacaceae,Schoepfia,Árbol,Amarilla
138180,Solanaceae,Lycium,Árbol,Rosa
112122,Euphorbiaceae,Euphorbia,Árbol,Blanca
102870,Acanthaceae,Ruellia,Árbol,Blanca
4682,Asparagaceae,Yucca,Árbol,Amarillenta
30247,Poaceae,Lycurus,Árbol,Amarilla
77699,Brassicaceae,Sisymbrium,Árbol,Amarilla
89074,Cactaceae,Opuntia,Arbusto,Amarilla
87137,Cactaceae,Mammillaria,Arbusto,Rosa
10695,Orchidaceae,Malaxis,Árbol,Amarilla
79255,Amaranthaceae,Amaranthus,Árbol,Verde
33048,Poaceae,Muhlenbergia,Árbol,Amarilla
10010,Iridaceae,Sisyrinchium,Árbol,Azul
18803,Poaceae,Briza,Árbol,Hialino
7957,Cyperaceae,Cyperus,Árbol,Amarillenta
85866,Cactaceae,Ferocactus,Arbusto,Roja
17512,Poaceae,Bouteloua,Árbol,Amarilla
21789,Poaceae,Chondrosum,Árbol,Hialino
100043,Acanthaceae,Carlowrightia,Arbusto,Blanca
129768,Rhamnaceae,Karwinskia,Árbol,Blanca
109806,Euphorbiaceae,Acalypha,Árbol,Amarillenta
139692,Solanaceae,Physalis,Arbusto,Rosa
94738,Apocynaceae,Asclepias,Árbol,Morada
126091,Polygalaceae,Polygala,Árbol,Blanca
97393,Apocynaceae,Marsdenia,Árbol,Blanca
31102,Poaceae,Monanthochloe,Árbol,Amarilla
75640,Boraginaceae,Tiquilia,Árbol,Rosa
3952,Asparagaceae,Dasylirion,Árbol,Amarilla
9419,Cyperaceae,Schoenoplectus,Árbol,Verdosa
109142,Scrophulariaceae,Leucophyllum,Árbol,Lila
41959,Poaceae,Triticum,Árbol,Blanca
133827,Anacardiaceae,Pseudosmodingium,Árbol,Blanca
2866,Asparagaceae,Agave,Árbol,Amarillenta
24732,Poaceae,Enneapogon,Árbol,Amarilla
11953,Poaceae,Aristida,Árbol,Amarilla
110161,Euphorbiaceae,Bernardia,Arbusto,Blanca
5620,Bromeliaceae,Tillandsia,Árbol,Azul
135246,Rutaceae,Choisya,Árbol,Café
77240,Brassicaceae,Nerisyrenia,Árbol,Blanca
132026,Rubiaceae,Galium,Arbusto,Blanca
104210,Lamiaceae,Hyptis,Arbusto,Violeta
82244,Amaranthaceae,Iresine,Árbol,Blanca
134343,Anacardiaceae,Rhus,Arbusto,Blanca
38183,Poaceae,Setaria,Árbol,Azul
132451,Rubiaceae,Machaonia,Árbol,Blanca
134187,Anacardiaceae,Rhus,Arbusto,Blanca
131990,Rubiaceae,Galium,Árbol,Blanca
81080,Amaranthaceae,Celosia,Arbusto,Blanca
18392,Poaceae,Bouteloua,Árbol,Hialino
109905,Euphorbiaceae,Acalypha,Árbol,Amarillenta
100730,Acanthaceae,Dyschoriste,Árbol,Morada
130413,Rosaceae,Amelanchier,Árbol,Blanca
115797,Euphorbiaceae,Euphorbia,Árbol,Blanca
92213,Nyctaginaceae,Allionia,Árbol,Amarilla
132157,Rubiaceae,Galium,Árbol,Blanca
86353,Cactaceae,Lophocereus,Árbol,Blanca
15659,Poaceae,Bouteloua,Árbol,Amarilla
139470,Solanaceae,Physalis,Arbusto,Rosa
94544,Apocynaceae,Asclepias,Arbusto,Morada
77027,Brassicaceae,Lunaria,Árbol,Morada
24491,Poaceae,Elymus,Árbol,Hialino
22031,Poaceae,Chondrosum,Árbol,Hialino
101590,Acanthaceae,Justicia,Árbol,Rosa
17076,Poaceae,Bouteloua,Árbol,Hialino
75769,Boraginaceae,Tiquilia,Árbol,Rosa
92124,Nyctaginaceae,Acleisanthes,Árbol,Amarilla
96313,Apocynaceae,Asclepias,Arbusto,Blanca
113152,Euphorbiaceae,Euphorbia,Árbol,Verde
102576,Acanthaceae,Ruellia,Árbol,Azul-purpúrea
29862,Poaceae,Leptochloa,Árbol,Amarilla
113333,Euphorbiaceae,Euphorbia,Árbol,Verde
124907,Plantaginaceae,Penstemon,Árbol,Azul-purpúrea
89501,Cactaceae,Opuntia,Arbusto,Amarilla
133392,Anacardiaceae,Pachycormus,Árbol,Blanca
6301,Commelinaceae,Commelina,Árbol,Azul
108105,Orobanchaceae,Castilleja,Arbusto,Amarilla
36338,Poaceae,Paspalum,Árbol,Hialino
19778,Poaceae,Cenchrus,Árbol,Hialino
120846,Malvaceae,Sida,Árbol,Amarilla
36994,Poaceae,Poa,Árbol,Hialino
30430,Poaceae,Lycurus,Árbol,Hialino
87450,Cactaceae,Mammillaria,Arbusto,Magenta
134813,Anacardiaceae,Rhus,Arbusto,Blanca
96275,Apocynaceae,Asclepias,Arbusto,Blanca
7512,Cyperaceae,Carex,Árbol,Amarillenta
15848,Poaceae,Bouteloua,Árbol,Amarilla
120498,Malvaceae,Malvella,Árbol,Blanca
78314,Aizoaceae,Sesuvium,Árbol,Rosa
2993,Asparagaceae,Agave,Árbol,Amarillenta
90238,Cactaceae,Opuntia,Arbusto,Amarilla
90336,Cactaceae,Opuntia,Arbusto,Anaranjadas
141206,Ulmaceae,Celtis,Arbusto,Violeta
123196,Papaveraceae,Argemone,Árbol,Amarilla
12089,Poaceae,Aristida,Árbol,Amarilla
81418,Amaranthaceae,Chenopodium,Árbol,Blanca
136480,Polemoniaceae,Acanthogilia,Arbusto,Blanca
7136,Commelinaceae,Tradescantia,Árbol,Rosa
20870,Poaceae,Chondrosum,Árbol,Amarilla
78949,Amaranthaceae,Amaranthus,Árbol,Verde
38102,Poaceae,Setaria,Árbol,Hialino
6240,Commelinaceae,Callisia,Árbol,Rosa
3913,Asparagaceae,Dasylirion,Árbol,Blanco amarillenta
132438,Rubiaceae,Machaonia,Árbol,Blanca
2322,Asparagaceae,Agave,Árbol,Amarillenta
93649,Phytolaccaceae,Stegnosperma,Árbol,Azul
16807,Poaceae,Bouteloua,Árbol,Amarilla
109323,Scrophulariaceae,Limosella,Árbol,Lila
140287,Solanaceae,Solanum,Árbol,Verde
20863,Poaceae,Chondrosum,Árbol,Amarilla
32208,Poaceae,Muhlenbergia,Árbol,Hialino
103870,Lamiaceae,Agastache,Árbol,Lila
1180,Amaryllidaceae,Sprekelia,Árbol,Amarillenta
127353,Polygonaceae,Eriogonum,Árbol,Blanca
123428,Papaveraceae,Hunnemannia,Arbusto,Anaranjadas
140219,Solanaceae,Solanum,Árbol,Verde
95932,Apocynaceae,Asclepias,Arbusto,Blanca
41199,Poaceae,Stipa,Árbol,Blanca
115932,Euphorbiaceae,Euphorbia,Arbusto,Blanca
13622,Poaceae,Aristida,Árbol,Amarilla
109302,Scrophulariaceae,Leucophyllum,Árbol,Lila
103312,Acanthaceae,Stenandrium,Árbol,Morada
33189,Poaceae,Muhlenbergia,Árbol,Amarilla
134153,Anacardiaceae,Rhus,Arbusto,Blanca
95830,Apocynaceae,Asclepias,Árbol,Blanca
79192,Amaranthaceae,Amaranthus,Árbol,Blanco amarillenta
797,Amaryllidaceae,Allium,Árbol,Rosa
95071,Apocynaceae,Asclepias,Árbol,Blanca
110633,Euphorbiaceae,Croton,Árbol,Blanca
141347,Ulmaceae,Celtis,Árbol,Violeta
126074,Polygalaceae,Polygala,Árbol,Blanca
99721,Acanthaceae,Anisacanthus,Árbol,Blanca
125954,Polygalaceae,Polygala,Arbusto,Blanca
109839,Euphorbiaceae,Acalypha,Árbol,Amarillenta
37631,Poaceae,Scleropogon,Árbol,Hialino
42903,Poaceae,Zea,Árbol,Blanca
131293,Rosaceae,Vauquelinia,Árbol,Blanca
96399,Apocynaceae,Asclepias,Árbol,Blanca
24396,Poaceae,Eleusine,Árbol,Hialino
120237,Malvaceae,Kosteletzkya,Árbol,Blanca
79121,Amaranthaceae,Amaranthus,Árbol,Verde
116755,Euphorbiaceae,Ricinus,Arbusto,Blanca
83501,Cactaceae,Coryphantha,Arbusto,Amarilla
124423,Plantaginaceae,Mecardonia,Arbusto,Azul
25275,Poaceae,Eragrostis,Árbol,Hialino
109700,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
140131,Solanaceae,Solanum,Árbol,Verde
118719,Malvaceae,Abutilon,Arbusto,Blanca
94550,Apocynaceae,Asclepias,Arbusto,Morada
5585,Bromeliaceae,Tillandsia,Árbol,Morada
94743,Apocynaceae,Asclepias,Árbol,Morada
96678,Apocynaceae,Cynanchum,Arbusto,Blanca
86305,Cactaceae,Lemaireocereus,Arbusto,Blanca
141287,Ulmaceae,Celtis,Árbol,Violeta
9187,Cyperaceae,Lipocarpha,Árbol,Verdosa
28331,Poaceae,Hilaria,Árbol,Hialino
4813,Asparagaceae,Yucca,Árbol,Amarillenta
124428,Plantaginaceae,Mecardonia,Arbusto,Azul
26102,Poaceae,Eragrostis,Árbol,Amarilla
30681,Poaceae,Melica,Árbol,Hialino
109506,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
91205,Cactaceae,Pseudomitrocereus,Arbusto,Blanca
86172,Cactaceae,Grusonia,Arbusto,Amarilla
12797,Poaceae,Aristida,Árbol,Amarilla
26981,Poaceae,Erioneuron,Árbol,Amarilla
127530,Polygonaceae,Harfordia,Árbol,Blanca
10478,Orchidaceae,Dichromanthus,Árbol,Amarilla
83584,Cactaceae,Cylindropuntia,Arbusto,Amarilla
78199,Aizoaceae,Mesembryanthemum,Árbol,Blanca
27044,Poaceae,Erioneuron,Árbol,Hialino
138459,Solanaceae,Lycium,Arbusto,Rosa
87851,Cactaceae,Neobuxbaumia,Arbusto,Blanca
91204,Cactaceae,Pseudomitrocereus,Arbusto,Blanca
72934,Boraginaceae,Cordia,Árbol,Blanca
108637,Scrophulariaceae,Buddleja,Árbol,Lila
15952,Poaceae,Bouteloua,Árbol,Amarilla
108052,Orobanchaceae,Castilleja,Arbusto,Amarilla
21966,Poaceae,Chondrosum,Árbol,Amarilla
125281,Plantaginaceae,Stemodia,Árbol,Blanca
130464,Rosaceae,Amelanchier,Arbusto,Blanca
26648,Poaceae,Erioneuron,Árbol,Amarilla
130344,Rhizophoraceae,Rhizophora,Arbusto,Blanca
38909,Poaceae,Setaria,Árbol,Hialino
111865,Euphorbiaceae,Ditaxis,Árbol,Blanca
119494,Malvaceae,Hibiscus,Arbusto,Blanca
123968,Plantaginaceae,Galvezia,Arbusto,Azul
125834,Polygalaceae,Polygala,Arbusto,Blanca
30816,Poaceae,Melinis,Árbol,Hialino
109986,Euphorbiaceae,Acalypha,Árbol,Amarillenta
7215,Commelinaceae,Tradescantia,Árbol,Rosa
19744,Poaceae,Cenchrus,Árbol,Amarilla
39374,Poaceae,Sporobolus,Árbol,Blanca
96004,Apocynaceae,Asclepias,Arbusto,Blanca
89815,Cactaceae,Opuntia,Arbusto,Amarilla
101175,Acanthaceae,Holographis,Árbol,Blanca
129086,Rhamnaceae,Colubrina,Árbol,Blanca
132100,Rubiaceae,Galium,Árbol,Blanca
104261,Lamiaceae,Hyptis,Arbusto,Violeta
19901,Poaceae,Cenchrus,Árbol,Hialino
519,Arecaceae,Brahea,Árbol,Crema
3755,Asparagaceae,Dasylirion,Árbol,Amarilla
6708,Commelinaceae,Commelina,Árbol,Azul
41126,Poaceae,Stipa,Árbol,Blanca
83113,Cactaceae,Cephalocereus,Árbol,Blanca
10546,Orchidaceae,Epipactis,Árbol,Rosa
127415,Polygonaceae,Eriogonum,Árbol,Blanca
13649,Poaceae,Aristida,Árbol,Amarilla
139033,Solanaceae,Nicotiana,Árbol,Rosa
77899,Resedaceae,Oligomeris,Árbol,Blanca
3204,Asparagaceae,Agave,Árbol,Amarillenta
16791,Poaceae,Bouteloua,Árbol,Amarilla
95168,Apocynaceae,Asclepias,Arbusto,Blanca
86771,Cactaceae,Mammillaria,Arbusto,Amarilla
112100,Euphorbiaceae,Euphorbia,Árbol,Blanca
140873,Solanaceae,Solanum,Arbusto,Verdosa
84396,Cactaceae,Cylindropuntia,Arbusto,Amarilla
130807,Rosaceae,Lindleya,Árbol,Blanca
110257,Euphorbiaceae,Cnidoscolus,Árbol,Blanca
20442,Poaceae,Chloris,Árbol,Hialino
39738,Poaceae,Sporobolus,Árbol,Blanca
92795,Nyctaginaceae,Bougainvillea,Árbol,Amarilla
84895,Cactaceae,Echinocereus,Arbusto,Magenta
97165,Apocynaceae,Mandevilla,Arbusto,Blanca
129034,Rhamnaceae,Colubrina,Árbol,Blanca
25576,Poaceae,Eragrostis,Árbol,Amarilla
140505,Solanaceae,Solanum,Árbol,Verde
116101,Euphorbiaceae,Jatropha,Arbusto,Roja
133290,Anacardiaceae,Cyrtocarpa,Árbol,Blanca
26832,Poaceae,Erioneuron,Árbol,Hialino
101571,Acanthaceae,Justicia,Árbol,Roja
98694,Apocynaceae,Sarcostemma,Arbusto,Blanca
90783,Cactaceae,Opuntia,Arbusto,Amarilla
84802,Cactaceae,Echinocactus,Arbusto,Magenta
21953,Poaceae,Chondrosum,Árbol,Amarilla
112190,Euphorbiaceae,Euphorbia,Árbol,Blanca
26430,Poaceae,Eriochloa,Árbol,Amarilla
43303,Poaceae,Zea,Árbol,Hialino
134013,Anacardiaceae,Rhus,Árbol,Verde
37222,Poaceae,Schismus,Árbol,Azul
19201,Poaceae,Bromus,Árbol,Amarilla
24653,Poaceae,Enneapogon,Árbol,Amarilla
136652,Polemoniaceae,Gilia,Arbusto,Azul
113215,Euphorbiaceae,Euphorbia,Árbol,Verde
98680,Apocynaceae,Sarcostemma,Arbusto,Blanca
23522,Poaceae,Digitaria,Árbol,Hialino
101607,Acanthaceae,Justicia,Árbol,Blanca
36815,Poaceae,Poa,Árbol,Anaranjadas
128170,Ranunculaceae,Clematis,Arbusto,Blanca
90856,Cactaceae,Pachycereus,Árbol,Blanca
31111,Poaceae,Monanthochloe,Árbol,Hialino
77349,Brassicaceae,Nerisyrenia,Árbol,Blanca
136530,Polemoniaceae,Eriastrum,Árbol,Lila
80663,Amaranthaceae,Atriplex,Arbusto,Blanca
2554,Asparagaceae,Agave,Árbol,Amarillenta
2586,Asparagaceae,Agave,Árbol,Amarillenta
137078,Polemoniaceae,0,Arbusto,Blanca
118175,Malvaceae,Abutilon,Arbusto,Amarilla
128370,Ranunculaceae,Ranunculus,Árbol,Blanca
77716,Brassicaceae,Sisymbrium,Árbol,Amarilla
124011,Plantaginaceae,Galvezia,Árbol,Azul
11302,Potamogetonaceae,Ruppia,Árbol,Verde
138296,Solanaceae,Lycium,Árbol,Rosa
15539,Poaceae,Bouteloua,Árbol,Amarilla
23098,Poaceae,Digitaria,Árbol,Amarilla
103245,Acanthaceae,Ruellia,Árbol,Blanca
3295,Asparagaceae,Beaucarnea,Árbol,Amarilla
76050,Boraginaceae,Tiquilia,Árbol,Rosa
129141,Rhamnaceae,Colubrina,Arbusto,Blanca
101181,Acanthaceae,Holographis,Árbol,Blanca
93011,Nyctaginaceae,Mirabilis,Arbusto,Amarilla
138751,Solanaceae,Nicotiana,Árbol,Rosa
120975,Malvaceae,Sida,Árbol,Amarilla
41237,Poaceae,Trachypogon,Árbol,Blanca
88025,Cactaceae,Opuntia,Arbusto,Amarilla
74878,Boraginaceae,Heliotropium,Árbol,Blanca
4043,Asparagaceae,Echeandia,Árbol,Blanca
17622,Poaceae,Bouteloua,Árbol,Hialino
88834,Cactaceae,Opuntia,Arbusto,Amarilla
133020,Anacardiaceae,Actinocheita,Árbol,Blanca
117604,Phyllanthaceae,Phyllanthus,Árbol,Azul
43959,Selaginellaceae,Selaginella,Árbol,Blanca
29537,Poaceae,Leptochloa,Árbol,Blanca
94366,Apocynaceae,Apocynum,Árbol,Blanca
12409,Poaceae,Aristida,Árbol,Hialino
120343,Malvaceae,Malva,Arbusto,Blanca
110120,Euphorbiaceae,Bernardia,Árbol,Blanca
113953,Euphorbiaceae,Euphorbia,Árbol,Blanca
109796,Euphorbiaceae,Acalypha,Árbol,Amarillenta
1089,Amaryllidaceae,Milla,Árbol,Blanca
21017,Poaceae,Chondrosum,Árbol,Amarilla
121500,Malvaceae,Sphaeralcea,Árbol,Anaranjadas
118858,Malvaceae,Anoda,Árbol,Lila
132975,Olacaceae,Schoepfia,Arbusto,Amarilla
37992,Poaceae,Setaria,Árbol,Azul
13864,Poaceae,Aristida,Árbol,Verde
92573,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
102365,Acanthaceae,Justicia,Árbol,Morada
22305,Poaceae,Chondrosum,Árbol,Amarilla
43056,Poaceae,Zea,Árbol,Blanca
74846,Boraginaceae,Heliotropium,Árbol,Blanca
95179,Apocynaceae,Asclepias,Arbusto,Blanca
17381,Poaceae,Bouteloua,Árbol,Amarilla
10243,Liliaceae,Calochortus,Árbol,Anaranjadas
42138,Poaceae,Triticum,Árbol,Blanca
74834,Boraginaceae,Heliotropium,Árbol,Blanca
98645,Apocynaceae,Sarcostemma,Árbol,Blanca
26343,Poaceae,Eragrostis,Árbol,Hialino
85339,Cactaceae,Echinocereus,Arbusto,Magenta
93059,Nyctaginaceae,Mirabilis,Arbusto,Amarilla
116336,Euphorbiaceae,Jatropha,Arbusto,Blanca
5708,Bromeliaceae,Tillandsia,Árbol,Morada
32402,Poaceae,Muhlenbergia,Árbol,Amarilla
8929,Cyperaceae,Eleocharis,Árbol,Amarillenta
82364,Amaranthaceae,Iresine,Árbol,Blanca
123890,Plantaginaceae,Bacopa,Arbusto,Azul
103157,Acanthaceae,Ruellia,Árbol,Morada
37632,Poaceae,Scleropogon,Árbol,Hialino
85505,Cactaceae,Ferocactus,Arbusto,Amarilla
130426,Rosaceae,Amelanchier,Árbol,Blanca
99949,Acanthaceae,Carlowrightia,Árbol,Blanca
117363,Passifloraceae,Turnera,Arbusto,Ausente
14831,Poaceae,Bothriochloa,Árbol,Hialino
75290,Boraginaceae,Pectocarya,Árbol,Blanca
83899,Cactaceae,Cylindropuntia,Arbusto,Amarilla
131257,Rosaceae,Vauquelinia,Árbol,Blanca
13710,Poaceae,Aristida,Árbol,Amarilla
91129,Cactaceae,Pereskiopsis,Arbusto,Verde
122848,Onagraceae,Oenothera ,Arbusto,Amarilla
119987,Malvaceae,Hibiscus,Arbusto,Roja
33563,Poaceae,Muhlenbergia,Árbol,Hialino
136289,Zygophyllaceae,Viscainoa,Arbusto,Blanca
73613,Boraginaceae,Cryptantha,Árbol,Blanca
25056,Poaceae,Eragrostis,Árbol,Amarilla
108522,Orobanchaceae,Seymeria,Árbol,Amarilla
101852,Acanthaceae,Justicia,Árbol,Roja
76338,Brassicaceae,Brassica,Árbol,Amarilla
35191,Poaceae,Panicum,Árbol,Hialino
22061,Poaceae,Chondrosum,Árbol,Hialino
84444,Cactaceae,Cylindropuntia,Arbusto,Amarilla
102558,Acanthaceae,Ruellia,Árbol,Azul-purpúrea
27426,Poaceae,Erioneuron,Árbol,Hialino
23010,Poaceae,Digitaria,Árbol,Hialino
40015,Poaceae,Sporobolus,Árbol,Blanca
82267,Amaranthaceae,Iresine,Árbol,Blanca
78171,Aizoaceae,Mesembryanthemum,Árbol,Blanca
33667,Poaceae,Muhlenbergia,Árbol,Amarilla
13401,Poaceae,Aristida,Árbol,Hialino
85897,Cactaceae,Ferocactus,Arbusto,Roja
767,Amaryllidaceae,Allium,Árbol,Rosa
12268,Poaceae,Aristida,Árbol,Hialino
99545,Platanaceae,Platanus,Árbol,Blanca
80242,Amaranthaceae,Atriplex,Arbusto,Verde
139195,Solanaceae,Petunia,Árbol,Rosa
17054,Poaceae,Bouteloua,Árbol,Hialino
131845,Rubiaceae,Exostema,Árbol,Blanca
102155,Acanthaceae,Justicia,Árbol,Anaranjadas
44311,Apiaceae,Arracacia,Árbol,Blanca
3815,Asparagaceae,Dasylirion,Árbol,Blanco amarillenta
89916,Cactaceae,Opuntia,Arbusto,Amarilla
83585,Cactaceae,Cylindropuntia,Arbusto,Amarilla
84719,Cactaceae,Echinocactus,Arbusto,Amarilla
8701,Cyperaceae,Eleocharis,Árbol,Amarillenta
103009,Acanthaceae,Ruellia,Árbol,Blanca
92576,Nyctaginaceae,Boerhavia,Arbusto,Amarilla
32197,Poaceae,Muhlenbergia,Árbol,Amarilla
39869,Poaceae,Sporobolus,Árbol,Blanca
115039,Euphorbiaceae,Euphorbia,Árbol,Blanca
104430,Lamiaceae,Hyptis,Arbusto,Violeta
132415,Rubiaceae,Houstonia,Árbol,Blanca
36195,Poaceae,Paspalum,Árbol,Hialino
38395,Poaceae,Setaria,Árbol,Hialino
88647,Cactaceae,Opuntia,Arbusto,Amarilla
14833,Poaceae,Bothriochloa,Árbol,Hialino
137219,Solanaceae,Capsicum,Árbol,Roja
33005,Poaceae,Muhlenbergia,Árbol,Hialino
134897,Anacardiaceae,Schinus,Árbol,Blanca
94925,Apocynaceae,Asclepias,Árbol,Roja
74895,Boraginaceae,Heliotropium,Árbol,Blanca
123143,Papaveraceae,Argemone,Arbusto,Amarilla
1039,Amaryllidaceae,Jaimehintonia,Árbol,Amarillenta
34648,Poaceae,Nassella,Árbol,Hialino
128642,Rhamnaceae,Ceanothus,Arbusto,Blanca
18386,Poaceae,Bouteloua,Árbol,Hialino
43429,Poaceae,Zea,Árbol,Hialino
23966,Poaceae,Distichlis,Árbol,Amarilla
13504,Poaceae,Aristida,Árbol,Amarilla
13779,Poaceae,Aristida,Árbol,Amarilla
79578,Amaranthaceae,Atriplex,Arbusto,Blanca
105888,Lamiaceae,Salvia,Arbusto,Morada
30560,Poaceae,Melica,Árbol,Hialino
13950,Poaceae,Aristida,Árbol,Verde
112453,Euphorbiaceae,Euphorbia,Árbol,Blanca
43629,Poaceae,Zea,Árbol,Hialino
129555,Rhamnaceae,Karwinskia,Árbol,Blanca
127795,Primulaceae,Anagallis,Arbusto,Blanca
137165,Solanaceae,Capsicum,Árbol,Roja
137476,Solanaceae,Datura,Árbol,Roja
1446,Asparagaceae,Agave,Árbol,Amarillenta
41186,Poaceae,Stipa,Árbol,Hialino
41899,Poaceae,Tripsacum,Árbol,Blanca
98748,Apocynaceae,Sarcostemma,Arbusto,Blanca
86291,Cactaceae,Lemaireocereus,Arbusto,Blanca
26707,Poaceae,Erioneuron,Árbol,Amarilla
30436,Poaceae,Lycurus,Árbol,Hialino
110037,Euphorbiaceae,Adelia,Árbol,Amarillenta
79961,Amaranthaceae,Atriplex,Árbol,Verde
118252,Malvaceae,Abutilon,Arbusto,Amarilla
94219,Sapotaceae,Sideroxylon,Árbol,Lavanda
121675,Malvaceae,Tilia,Arbusto,Blanca
95938,Apocynaceae,Asclepias,Arbusto,Blanca
130371,Rosaceae,Adenostoma,Arbusto,Blanca
22969,Poaceae,Dichanthium,Árbol,Amarilla
109401,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
84450,Cactaceae,Cylindropuntia,Arbusto,Amarilla
134549,Anacardiaceae,Rhus,Árbol,Blanca
37437,Poaceae,Schizachyrium,Árbol,Azul
87321,Cactaceae,Mammillaria,Arbusto,Blanca
7181,Commelinaceae,Tradescantia,Árbol,Rosa
47,Alismataceae,Echinodorus,Árbol,Blanca
72568,Bataceae,Batis,Arbusto,Blanca
101890,Acanthaceae,Justicia,Árbol,Blanca
17178,Poaceae,Bouteloua,Árbol,Amarilla
101992,Acanthaceae,Justicia,Árbol,Anaranjadas
79156,Amaranthaceae,Amaranthus,Árbol,Blanco amarillenta
